sats,time,lat,long,velocity,heading,height,vert-vel,yaw-calc,YAW__,YAW_,
"008","070623,70","+03067,55089","-00425,65891","000,000","049,30","+00277,06","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070623,80","+03067,55089","-00425,65891","000,000","049,30","+00277,06","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070623,90","+03067,55089","-00425,65891","000,000","003,81","+00277,07","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070624,00","+03067,55089","-00425,65890","000,000","212,44","+00277,07","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070624,10","+03067,55090","-00425,65890","000,000","212,44","+00277,07","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070624,20","+03067,55090","-00425,65890","000,000","356,38","+00277,07","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070624,30","+03067,55090","-00425,65890","000,000","194,80","+00277,07","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070624,40","+03067,55090","-00425,65889","000,000","339,27","+00277,06","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070624,50","+03067,55090","-00425,65889","000,000","339,27","+00277,06","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070624,60","+03067,55091","-00425,65889","000,000","339,27","+00277,06","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070624,70","+03067,55091","-00425,65889","000,000","353,85","+00277,06","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070624,80","+03067,55091","-00425,65889","000,000","353,85","+00277,06","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070624,90","+03067,55091","-00425,65889","000,000","156,39","+00277,06","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070625,00","+03067,55091","-00425,65889","000,000","156,39","+00277,06","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070625,10","+03067,55091","-00425,65889","000,000","212,51","+00277,05","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070625,20","+03067,55092","-00425,65889","000,000","212,51","+00277,05","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070625,30","+03067,55092","-00425,65889","000,000","356,67","+00277,06","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070625,40","+03067,55092","-00425,65889","000,000","189,27","+00277,05","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070625,50","+03067,55092","-00425,65889","000,000","179,04","+00277,06","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070625,60","+03067,55092","-00425,65889","000,000","050,96","+00277,05","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070625,70","+03067,55092","-00425,65889","000,000","050,96","+00277,05","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070625,80","+03067,55092","-00425,65889","000,000","140,42","+00277,05","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070625,90","+03067,55092","-00425,65889","000,000","140,42","+00277,04","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070626,00","+03067,55092","-00425,65889","000,000","210,94","+00277,04","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070626,10","+03067,55092","-00425,65889","000,000","317,92","+00277,04","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070626,20","+03067,55092","-00425,65888","000,000","326,28","+00277,03","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070626,30","+03067,55092","-00425,65888","000,620","325,29","+00277,04","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"008","070626,40","+03067,55093","-00425,65887","001,030","322,96","+00277,04","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"008","070626,50","+03067,55095","-00425,65885","001,570","319,04","+00277,03","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070626,60","+03067,55097","-00425,65882","002,290","320,95","+00277,03","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070626,70","+03067,55100","-00425,65878","003,450","322,06","+00277,04","+000,072","+000,0","+0,00000E+00","+0,00000E+00",
"008","070626,80","+03067,55105","-00425,65872","004,700","322,26","+00277,04","+000,072","+000,0","+0,00000E+00","+0,00000E+00",
"008","070626,90","+03067,55111","-00425,65864","005,680","320,59","+00277,04","+000,072","+000,0","+0,00000E+00","+0,00000E+00",
"008","070627,00","+03067,55118","-00425,65854","006,850","319,29","+00277,04","+000,072","+000,0","+0,00000E+00","+0,00000E+00",
"008","070627,10","+03067,55126","-00425,65842","008,540","320,57","+00277,02","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070627,20","+03067,55136","-00425,65829","009,350","318,23","+00277,02","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"008","070627,30","+03067,55147","-00425,65811","010,850","318,14","+00277,01","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"008","070627,40","+03067,55161","-00425,65792","012,220","320,51","+00276,99","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"008","070627,50","+03067,55176","-00425,65772","013,500","319,63","+00276,97","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"008","070627,60","+03067,55192","-00425,65748","015,280","316,85","+00276,97","+000,108","+000,0","+0,00000E+00","+0,00000E+00",
"008","070627,70","+03067,55210","-00425,65721","016,470","317,68","+00276,93","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"007","070627,80","+03067,55229","-00425,65692","017,740","316,44","+00276,92","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"007","070627,90","+03067,55249","-00425,65661","018,440","317,16","+00276,90","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"007","070628,00","+03067,55269","-00425,65630","018,770","316,37","+00276,87","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"007","070628,10","+03067,55290","-00425,65598","019,300","316,26","+00276,85","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"007","070628,20","+03067,55311","-00425,65564","019,950","314,96","+00276,83","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"007","070628,30","+03067,55333","-00425,65528","020,650","314,60","+00276,81","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"007","070628,40","+03067,55355","-00425,65492","021,160","315,63","+00276,79","+000,108","+000,0","+0,00000E+00","+0,00000E+00",
"007","070628,50","+03067,55378","-00425,65454","021,880","314,57","+00276,79","+000,180","+000,0","+0,00000E+00","+0,00000E+00",
"007","070628,60","+03067,55402","-00425,65415","022,690","313,70","+00276,77","+000,180","+000,0","+0,00000E+00","+0,00000E+00",
"007","070628,70","+03067,55426","-00425,65375","023,510","313,76","+00276,75","+000,144","+000,0","+0,00000E+00","+0,00000E+00",
"007","070628,80","+03067,55450","-00425,65333","024,120","313,69","+00276,71","+000,072","+000,0","+0,00000E+00","+0,00000E+00",
"007","070628,90","+03067,55476","-00425,65290","024,810","313,32","+00276,67","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"007","070629,00","+03067,55501","-00425,65245","024,760","312,26","+00276,68","+000,108","+000,0","+0,00000E+00","+0,00000E+00",
"007","070629,10","+03067,55526","-00425,65200","024,730","311,71","+00276,71","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"007","070629,20","+03067,55552","-00425,65155","025,420","311,84","+00276,70","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"007","070629,30","+03067,55577","-00425,65108","025,840","311,15","+00276,69","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"007","070629,40","+03067,55603","-00425,65060","026,800","311,10","+00276,67","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070629,50","+03067,55630","-00425,65011","027,230","311,60","+00276,67","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070629,60","+03067,55657","-00425,64961","027,610","311,35","+00276,66","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070629,70","+03067,55684","-00425,64910","027,700","311,32","+00276,65","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070629,80","+03067,55712","-00425,64859","028,200","311,28","+00276,65","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070629,90","+03067,55740","-00425,64807","028,420","311,19","+00276,62","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"008","070630,00","+03067,55768","-00425,64755","028,430","311,44","+00276,63","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070630,10","+03067,55796","-00425,64703","028,570","311,62","+00276,61","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070630,20","+03067,55825","-00425,64651","028,800","311,79","+00276,60","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070630,30","+03067,55854","-00425,64598","028,960","311,81","+00276,59","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070630,40","+03067,55882","-00425,64546","028,970","311,99","+00276,56","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070630,50","+03067,55911","-00425,64494","028,750","312,04","+00276,55","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070630,60","+03067,55940","-00425,64442","028,640","312,04","+00276,53","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070630,70","+03067,55968","-00425,64391","028,630","312,13","+00276,51","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"008","070630,80","+03067,55997","-00425,64339","028,610","312,20","+00276,49","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"008","070630,90","+03067,56026","-00425,64288","028,400","312,28","+00276,46","+000,180","+000,0","+0,00000E+00","+0,00000E+00",
"008","070631,00","+03067,56054","-00425,64238","028,230","312,13","+00276,43","+000,108","+000,0","+0,00000E+00","+0,00000E+00",
"008","070631,10","+03067,56083","-00425,64187","028,100","311,85","+00276,42","+000,108","+000,0","+0,00000E+00","+0,00000E+00",
"008","070631,20","+03067,56111","-00425,64136","027,990","312,06","+00276,40","+000,108","+000,0","+0,00000E+00","+0,00000E+00",
"008","070631,30","+03067,56139","-00425,64086","027,460","311,45","+00276,39","+000,144","+000,0","+0,00000E+00","+0,00000E+00",
"008","070631,40","+03067,56166","-00425,64036","027,300","311,43","+00276,40","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070631,50","+03067,56193","-00425,63986","027,320","310,09","+00276,39","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070631,60","+03067,56220","-00425,63936","026,740","310,49","+00276,38","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"008","070631,70","+03067,56246","-00425,63888","026,350","311,62","+00276,34","+000,180","+000,0","+0,00000E+00","+0,00000E+00",
"008","070631,80","+03067,56272","-00425,63839","026,350","310,24","+00276,36","+000,360","+000,0","+0,00000E+00","+0,00000E+00",
"008","070631,90","+03067,56297","-00425,63792","025,800","311,13","+00276,33","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"008","070632,00","+03067,56323","-00425,63745","025,480","310,39","+00276,31","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070632,10","+03067,56347","-00425,63697","025,300","309,29","+00276,30","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070632,20","+03067,56371","-00425,63649","025,350","308,65","+00276,31","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"007","070632,30","+03067,56395","-00425,63600","025,180","307,67","+00276,30","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"007","070632,40","+03067,56417","-00425,63551","024,980","306,26","+00276,28","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"007","070632,50","+03067,56440","-00425,63504","024,290","307,99","+00276,27","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"007","070632,60","+03067,56463","-00425,63459","023,610","310,63","+00276,25","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"007","070632,70","+03067,56485","-00425,63414","023,600","308,43","+00276,24","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"007","070632,80","+03067,56506","-00425,63368","023,710","306,60","+00276,23","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"007","070632,90","+03067,56527","-00425,63322","023,510","306,90","+00276,21","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"007","070633,00","+03067,56548","-00425,63277","023,410","307,40","+00276,18","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"007","070633,10","+03067,56568","-00425,63231","023,670","306,76","+00276,19","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"007","070633,20","+03067,56590","-00425,63185","023,980","307,18","+00276,15","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"007","070633,30","+03067,56611","-00425,63139","024,260","307,22","+00276,13","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"006","070633,40","+03067,56632","-00425,63090","024,820","304,29","+00276,12","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"006","070633,50","+03067,56653","-00425,63041","025,010","306,10","+00276,09","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"007","070633,60","+03067,56674","-00425,62992","025,230","305,32","+00276,08","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"007","070633,70","+03067,56696","-00425,62942","025,480","305,66","+00276,06","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"007","070633,80","+03067,56717","-00425,62891","025,920","304,31","+00276,04","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"006","070633,90","+03067,56739","-00425,62839","026,090","304,25","+00276,02","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"006","070634,00","+03067,56760","-00425,62786","026,690","302,07","+00275,99","+000,144","+000,0","+0,00000E+00","+0,00000E+00",
"006","070634,10","+03067,56780","-00425,62730","027,040","300,90","+00275,98","+000,180","+000,0","+0,00000E+00","+0,00000E+00",
"006","070634,20","+03067,56800","-00425,62673","027,380","299,85","+00275,96","+000,144","+000,0","+0,00000E+00","+0,00000E+00",
"006","070634,30","+03067,56819","-00425,62615","027,870","298,34","+00275,94","+000,144","+000,0","+0,00000E+00","+0,00000E+00",
"006","070634,40","+03067,56839","-00425,62554","028,670","297,88","+00275,92","+000,108","+000,0","+0,00000E+00","+0,00000E+00",
"006","070634,50","+03067,56858","-00425,62491","029,720","296,35","+00275,92","+000,180","+000,0","+0,00000E+00","+0,00000E+00",
"006","070634,60","+03067,56877","-00425,62425","030,740","296,01","+00275,91","+000,180","+000,0","+0,00000E+00","+0,00000E+00",
"006","070634,70","+03067,56897","-00425,62358","031,800","295,54","+00275,88","+000,108","+000,0","+0,00000E+00","+0,00000E+00",
"006","070634,80","+03067,56917","-00425,62287","032,910","295,19","+00275,85","+000,072","+000,0","+0,00000E+00","+0,00000E+00",
"006","070634,90","+03067,56938","-00425,62215","033,720","295,99","+00275,84","+000,072","+000,0","+0,00000E+00","+0,00000E+00",
"006","070635,00","+03067,56960","-00425,62141","034,770","296,25","+00275,82","+000,072","+000,0","+0,00000E+00","+0,00000E+00",
"007","070635,10","+03067,56983","-00425,62066","034,910","296,54","+00275,79","+000,072","+000,0","+0,00000E+00","+0,00000E+00",
"007","070635,20","+03067,57006","-00425,61991","034,580","296,25","+00275,77","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"008","070635,30","+03067,57028","-00425,61916","034,570","296,23","+00275,73","+000,000","+000,0","+0,00000E+00","+0,00000E+00",
"008","070635,40","+03067,57051","-00425,61842","034,300","296,23","+00275,70","-000,036","+000,0","+0,00000E+00","+0,00000E+00",
"008","070635,50","+03067,57073","-00425,61767","034,130","296,54","+00275,70","+000,036","+000,0","+0,00000E+00","+0,00000E+00",
"008","070635,60","+03067,57096","-00425,61693","033,990","297,32","+00275,69","+000,108","+000,0","+0,00000E+00","+0,00000E+00",
"008","070635,70","+03067,57120","-00425,61620","033,860","298,14","+00275,68","+000,108","+000,0","+0,00000E+00","+0,00000E+00",
"008","070635,80","+03067,57144","-00425,61548","033,850","299,53","+00275,67","+000,144","+000,0","+0,00000E+00","+0,00000E+00",
"008","070635,90","+03067,57169","-00425,61476","034,340","299,88","+00275,66","+000,144","+000,0","+0,00000E+00","+0,00000E+00",
"008","070636,00","+03067,57195","-00425,61404","034,690","300,65","+00275,64","+000,144","+000,0","+0,00000E+00","+0,00000E+00",
"008","070636,10","+03067,57222","-00425,61330","035,970","301,24","+00275,63","+000,180","+000,0","+0,00000E+00","+0,00000E+00",
"008","070636,20","+03067,57251","-00425,61255","036,870","302,06","+00275,63","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"008","070636,30","+03067,57280","-00425,61179","037,280","302,42","+00275,62","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"007","070636,40","+03067,57311","-00425,61102","038,060","302,75","+00275,61","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"007","070636,50","+03067,57342","-00425,61025","038,490","303,82","+00275,60","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"007","070636,60","+03067,57375","-00425,60948","039,110","304,40","+00275,59","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"007","070636,70","+03067,57408","-00425,60870","039,660","305,42","+00275,59","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"007","070636,80","+03067,57444","-00425,60793","040,080","307,10","+00275,57","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"007","070636,90","+03067,57480","-00425,60716","040,460","307,70","+00275,56","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"007","070637,00","+03067,57518","-00425,60640","040,990","308,41","+00275,53","+000,180","+000,0","+0,00000E+00","+0,00000E+00",
"007","070637,10","+03067,57557","-00425,60562","041,170","309,14","+00275,54","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"007","070637,20","+03067,57595","-00425,60485","041,120","308,98","+00275,54","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"008","070637,30","+03067,57635","-00425,60408","041,870","309,59","+00275,52","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070637,40","+03067,57676","-00425,60331","042,070","310,43","+00275,49","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"008","070637,50","+03067,57716","-00425,60253","042,280","309,75","+00275,49","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070637,60","+03067,57757","-00425,60175","042,540","309,97","+00275,49","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"008","070637,70","+03067,57798","-00425,60096","042,970","309,25","+00275,48","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"008","070637,80","+03067,57839","-00425,60016","043,190","309,03","+00275,46","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070637,90","+03067,57879","-00425,59936","042,920","308,87","+00275,43","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070638,00","+03067,57919","-00425,59855","042,990","308,18","+00275,42","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"008","070638,10","+03067,57959","-00425,59775","042,510","307,42","+00275,41","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070638,20","+03067,57998","-00425,59694","042,920","307,54","+00275,39","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070638,30","+03067,58037","-00425,59613","042,470","307,04","+00275,37","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070638,40","+03067,58075","-00425,59532","042,470","306,76","+00275,36","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070638,50","+03067,58113","-00425,59452","042,440","306,85","+00275,31","+000,108","+000,0","+0,00000E+00","+0,00000E+00",
"008","070638,60","+03067,58151","-00425,59369","042,260","305,87","+00275,33","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070638,70","+03067,58188","-00425,59288","042,080","306,07","+00275,31","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070638,80","+03067,58225","-00425,59207","042,150","305,85","+00275,27","+000,180","+000,0","+0,00000E+00","+0,00000E+00",
"008","070638,90","+03067,58262","-00425,59125","042,020","305,38","+00275,27","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070639,00","+03067,58299","-00425,59044","041,880","305,51","+00275,25","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"008","070639,10","+03067,58336","-00425,58963","041,930","305,89","+00275,23","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"008","070639,20","+03067,58372","-00425,58881","041,660","305,29","+00275,24","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070639,30","+03067,58408","-00425,58801","041,550","305,26","+00275,21","+000,216","+000,0","+0,00000E+00","+0,00000E+00",
"008","070639,40","+03067,58444","-00425,58720","041,770","305,40","+00275,19","+000,180","+000,0","+0,00000E+00","+0,00000E+00",
"008","070639,50","+03067,58481","-00425,58638","041,830","305,00","+00275,20","+000,288","+000,0","+0,00000E+00","+0,00000E+00",
"008","070639,60","+03067,58517","-00425,58556","042,600","304,81","+00275,18","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"008","070639,70","+03067,58554","-00425,58472","042,520","305,21","+00275,20","+000,396","+000,0","+0,00000E+00","+0,00000E+00",
"007","070639,80","+03067,58590","-00425,58388","043,480","304,65","+00275,16","+000,252","+000,0","+0,00000E+00","+0,00000E+00",
"007","070639,90","+03067,58628","-00425,58302","043,640","305,31","+00275,19","+000,396","+000,0","+0,00000E+00","+0,00000E+00",
"007","070640,00","+03067,58665","-00425,58215","044,000","304,50","+00275,20","+000,432","+000,0","+0,00000E+00","+0,00000E+00",
"007","070640,10","+03067,58702","-00425,58129","044,390","304,64","+00275,17","+000,324","+000,0","+0,00000E+00","+0,00000E+00",
"008","070640,20","+03067,58741","-00425,58041","044,410","304,29","+00275,22","+000,468","+000,0","+0,00000E+00","+0,00000E+00",
"008","070640,30","+03067,58779","-00425,57952","044,710","304,39","+00275,24","+000,468","+000,0","+0,00000E+00","+0,00000E+00",
"008","070640,40","+03067,58817","-00425,57862","044,950","304,14","+00275,31","+000,720","+000,0","+0,00000E+00","+0,00000E+00",
"008","070640,50","+03067,58855","-00425,57772","045,260","304,16","+00275,36","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"008","070640,60","+03067,58894","-00425,57682","045,360","305,26","+00275,45","+001,116","+000,0","+0,00000E+00","+0,00000E+00",
"007","070640,70","+03067,58934","-00425,57594","045,770","306,07","+00275,47","+001,080","+000,0","+0,00000E+00","+0,00000E+00",
"007","070640,80","+03067,58974","-00425,57506","045,980","306,35","+00275,50","+001,080","+000,0","+0,00000E+00","+0,00000E+00",
"007","070640,90","+03067,59015","-00425,57417","046,410","306,63","+00275,52","+001,080","+000,0","+0,00000E+00","+0,00000E+00",
"006","070641,00","+03067,59057","-00425,57330","046,590","307,85","+00275,54","+001,044","+000,0","+0,00000E+00","+0,00000E+00",
"005","070641,10","+03067,59100","-00425,57242","046,910","308,19","+00275,56","+001,044","+000,0","+0,00000E+00","+0,00000E+00",
"005","070641,20","+03067,59144","-00425,57155","046,850","308,82","+00275,58","+001,008","+000,0","+0,00000E+00","+0,00000E+00",
"005","070641,30","+03067,59188","-00425,57068","047,450","309,09","+00275,60","+000,972","+000,0","+0,00000E+00","+0,00000E+00",
"005","070641,40","+03067,59233","-00425,56982","047,550","309,97","+00275,62","+000,972","+000,0","+0,00000E+00","+0,00000E+00",
"005","070641,50","+03067,59280","-00425,56896","047,920","310,76","+00275,63","+000,972","+000,0","+0,00000E+00","+0,00000E+00",
"005","070641,60","+03067,59327","-00425,56810","048,060","311,21","+00275,65","+000,936","+000,0","+0,00000E+00","+0,00000E+00",
"005","070641,70","+03067,59375","-00425,56724","048,710","311,99","+00275,65","+000,900","+000,0","+0,00000E+00","+0,00000E+00",
"005","070641,80","+03067,59424","-00425,56639","048,900","312,34","+00275,67","+000,900","+000,0","+0,00000E+00","+0,00000E+00",
"005","070641,90","+03067,59474","-00425,56554","048,930","313,09","+00275,68","+000,864","+000,0","+0,00000E+00","+0,00000E+00",
"005","070642,00","+03067,59525","-00425,56468","049,830","313,39","+00275,69","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"008","070642,10","+03067,59577","-00425,56381","050,970","313,57","+00275,71","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"008","070642,20","+03067,59630","-00425,56292","052,060","313,35","+00275,73","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"008","070642,30","+03067,59684","-00425,56202","052,760","313,91","+00275,75","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"005","070642,40","+03067,59740","-00425,56111","053,800","314,04","+00275,77","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"005","070642,50","+03067,59797","-00425,56019","054,740","314,62","+00275,79","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"005","070642,60","+03067,59855","-00425,55927","055,130","315,13","+00275,81","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"008","070642,70","+03067,59914","-00425,55832","056,990","314,85","+00275,83","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"008","070642,80","+03067,59975","-00425,55736","058,000","315,01","+00275,85","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"008","070642,90","+03067,60036","-00425,55640","057,630","315,16","+00275,86","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"008","070643,00","+03067,60099","-00425,55539","060,700","315,22","+00275,89","+000,792","+000,0","+0,00000E+00","+0,00000E+00",
"008","070643,10","+03067,60163","-00425,55440","060,010","316,51","+00275,94","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"008","070643,20","+03067,60230","-00425,55341","061,060","317,90","+00276,00","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"008","070643,30","+03067,60297","-00425,55242","061,370","317,71","+00276,02","+000,792","+000,0","+0,00000E+00","+0,00000E+00",
"008","070643,40","+03067,60366","-00425,55142","062,010","317,76","+00276,06","+000,792","+000,0","+0,00000E+00","+0,00000E+00",
"008","070643,50","+03067,60434","-00425,55038","062,630","317,60","+00276,11","+000,792","+000,0","+0,00000E+00","+0,00000E+00",
"008","070643,60","+03067,60503","-00425,54933","063,080","317,32","+00276,16","+000,792","+000,0","+0,00000E+00","+0,00000E+00",
"008","070643,70","+03067,60573","-00425,54823","064,280","317,15","+00276,22","+000,792","+000,0","+0,00000E+00","+0,00000E+00",
"008","070643,80","+03067,60644","-00425,54710","065,050","316,70","+00276,28","+000,828","+000,0","+0,00000E+00","+0,00000E+00",
"008","070643,90","+03067,60708","-00425,54619","063,220","317,41","+00276,41","+000,936","+000,0","+0,00000E+00","+0,00000E+00",
"008","070644,00","+03067,60771","-00425,54532","061,360","317,95","+00276,54","+001,044","+000,0","+0,00000E+00","+0,00000E+00",
"008","070644,10","+03067,60835","-00425,54444","060,040","318,37","+00276,68","+001,152","+000,0","+0,00000E+00","+0,00000E+00",
"008","070644,20","+03067,60899","-00425,54360","059,000","319,01","+00276,82","+001,224","+000,0","+0,00000E+00","+0,00000E+00",
"008","070644,30","+03067,60964","-00425,54278","058,280","319,76","+00276,99","+001,368","+000,0","+0,00000E+00","+0,00000E+00",
"008","070644,40","+03067,61030","-00425,54195","057,850","320,24","+00277,15","+001,476","+000,0","+0,00000E+00","+0,00000E+00",
"008","070644,50","+03067,61095","-00425,54111","057,540","320,45","+00277,31","+001,584","+000,0","+0,00000E+00","+0,00000E+00",
"008","070644,60","+03067,61158","-00425,54028","057,110","320,51","+00277,46","+001,692","+000,0","+0,00000E+00","+0,00000E+00",
"008","070644,70","+03067,61223","-00425,53942","056,860","320,46","+00277,58","+001,764","+000,0","+0,00000E+00","+0,00000E+00",
"008","070644,80","+03067,61290","-00425,53849","057,460","320,18","+00277,68","+001,800","+000,0","+0,00000E+00","+0,00000E+00",
"008","070644,90","+03067,61359","-00425,53765","057,560","320,51","+00277,79","+001,836","+000,0","+0,00000E+00","+0,00000E+00",
"008","070645,00","+03067,61431","-00425,53683","057,730","321,07","+00277,91","+001,872","+000,0","+0,00000E+00","+0,00000E+00",
